City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,al hadd,26.2456,50.6542,26.7,77,2,1.34,BH,1731193922
363,pokrovsk,48.282,37.1758,2.13,87,5,1.95,UA,1731193923
364,urangan,-25.3,152.9,24.76,77,100,3.95,AU,1731193928
365,aberdeen,57.1437,-2.0981,7.33,100,100,3.09,GB,1731193851
366,dongola,19.1667,30.4833,21.91,31,4,5.54,SD,1731193931
367,kimbe,-5.5502,150.1429,30.14,67,88,1.02,PG,1731193932
368,al burayqah,30.4062,19.5739,19.35,62,0,3.81,LY,1731193933
369,hammerfest,70.6634,23.6821,5.25,87,75,5.14,NO,1731193934
370,timbuktu,16.7735,-3.0074,25.19,11,0,4.35,ML,1731193937
371,cleveland,41.4995,-81.6954,12.0,45,0,3.6,US,1731193737
372,dali,25.7,100.1833,9.35,87,0,0.47,CN,1731193923
373,kargopol',61.5071,38.9456,0.23,84,12,4.88,RU,1731193940
374,progreso,21.2833,-89.6667,26.99,82,100,3.0,MX,1731193941
375,mucuri,-18.0864,-39.5508,25.02,89,88,5.1,BR,1731193944
376,al bayda',32.7627,21.7551,11.74,83,49,3.91,LY,1731193945
377,moires,35.0532,24.8744,14.56,80,8,2.45,GR,1731193946
378,polyarnyy,69.1989,33.4478,2.25,84,99,9.43,RU,1731193948
379,mandan,46.8267,-100.8896,8.23,92,100,3.6,US,1731193949
380,south hedland,-20.4089,118.5983,27.96,74,72,3.6,AU,1731193950
381,lorengau,-2.0226,147.2712,28.8,73,11,0.44,PG,1731193952
382,tura,25.5198,90.2201,18.88,80,0,1.72,IN,1731193860
383,crescent city,41.756,-124.2018,15.54,61,0,3.09,US,1731193955
384,kaa-khem,51.6833,94.7333,-3.46,40,100,0.72,RU,1731193956
385,arfoud,31.4348,-4.2375,21.67,31,97,3.05,MA,1731193958
386,lindisfarne,-42.8333,147.35,14.44,54,75,5.66,AU,1731193959
387,island harbour,50.724,-1.2758,8.44,67,98,1.25,GB,1731193960
388,manda,-10.4667,34.5833,24.64,71,9,3.05,TZ,1731193961
389,mana,5.6592,-53.7767,27.31,85,18,7.28,GF,1731193964
390,jabat,7.75,168.9751,27.64,81,94,10.88,MH,1731193965
391,dingzhou,38.5131,114.9956,11.28,74,57,3.09,CN,1731193780
392,marianna,30.7744,-85.2269,26.02,69,100,2.57,US,1731193856
393,palangkaraya,-2.2,113.8333,23.6,96,99,0.76,ID,1731193970
394,burang,30.25,81.1667,-0.04,82,22,1.39,CN,1731193691
395,santo domingo de los colorados,-0.25,-79.15,24.23,64,40,0.26,EC,1731193972
396,cidreira,-30.1811,-50.2056,18.56,67,0,3.5,BR,1731193973
397,malanje,-9.5402,16.341,18.06,99,97,1.77,AO,1731193974
398,boerne,29.7947,-98.732,24.26,45,0,0.0,US,1731193761
399,gaillac,43.9016,1.8969,13.66,96,100,2.41,FR,1731193977
400,filey,54.21,-0.2892,7.75,39,100,1.91,GB,1731193978
401,gizo,-8.103,156.8419,28.9,72,91,2.88,SB,1731193979
402,boyalik,41.2634,28.6314,11.55,71,100,6.09,TR,1731193980
403,pirapora do bom jesus,-23.3969,-47.0022,16.86,91,84,3.53,BR,1731193982
404,hami,42.8,93.45,6.55,56,53,4.28,CN,1731193983
405,avarua,-21.2078,-159.775,24.03,60,40,6.17,CK,1731193984
406,stornoway,58.2093,-6.3865,10.05,84,100,6.69,GB,1731193985
407,geraldton,-28.7667,114.6,15.23,77,0,4.63,AU,1731193964
408,tokar,18.4254,37.729,29.09,72,8,5.49,SD,1731193988
409,greenville,35.6127,-77.3663,13.96,64,0,2.57,US,1731193740
410,kushiro,42.975,144.3747,4.81,74,3,1.34,JP,1731193990
411,brokopondo,4.75,-55.1667,29.99,66,69,4.88,SR,1731193992
412,richards bay,-28.783,32.0377,20.32,88,100,5.09,ZA,1731193993
413,happy valley-goose bay,53.3168,-60.3315,-3.03,66,54,2.96,CA,1731193994
414,galliano,29.4422,-90.2992,26.0,83,100,4.63,US,1731193995
415,hulan ergi,47.2042,123.6333,5.11,59,95,6.43,CN,1731193996
416,jieshi,22.8134,115.8257,22.64,83,99,5.97,CN,1731193998
417,katsuura,35.1333,140.3,17.34,87,100,1.52,JP,1731193999
418,howard springs,-12.497,131.047,30.49,71,13,2.46,AU,1731193438
419,homer,59.6425,-151.5483,5.43,87,0,2.57,US,1731194001
420,guymon,36.6828,-101.4816,14.0,44,0,3.09,US,1731194002
421,ocean shores,46.9737,-124.1563,12.23,97,100,2.57,US,1731193846
422,smithers,54.7804,-127.1743,2.89,74,12,0.43,CA,1731194004
423,severnoye,56.3491,78.3619,-3.56,92,100,8.74,RU,1731194006
424,altai,46.3722,96.2583,-3.14,58,80,3.77,MN,1731194007
425,ciudad de armeria,18.9333,-103.9667,28.45,68,8,2.54,MX,1731193726
426,kouroussa,10.65,-9.8833,23.61,49,4,0.22,GN,1731194009
427,franklin,39.9667,-83.0166,13.76,42,75,2.57,US,1731194011
428,eberswalde,52.8349,13.8195,3.69,76,9,2.34,DE,1731194012
429,alpine,32.835,-116.7664,23.64,16,0,6.17,US,1731194013
430,zmeinogorsk,51.1567,82.195,-3.7,73,85,9.11,RU,1731194014
431,villa mercedes,-33.6757,-65.4578,26.16,45,0,8.56,AR,1731194002
432,san mateo ixtatan,15.8319,-91.4781,11.05,97,86,2.03,GT,1731194016
433,phalaborwa,-23.943,31.1411,24.6,54,79,0.94,ZA,1731194017
434,ambon,-3.6954,128.1814,30.49,100,60,1.82,ID,1731194020
435,pak phanang,8.3511,100.202,24.31,94,100,2.89,TH,1731194021
436,colares,38.7992,-9.4469,15.55,73,18,6.16,PT,1731194022
437,somerton,32.5964,-114.7097,25.16,11,0,2.06,US,1731194023
438,witu,-2.3889,40.4382,25.34,86,14,3.92,KE,1731194024
439,kerikeri,-35.2268,173.9474,21.9,55,80,3.5,NZ,1731194026
440,talavera,15.6167,120.9333,24.54,87,15,1.45,PH,1731194027
441,jawf al maqbabah,13.8378,45.8349,21.19,69,28,1.78,YE,1731194028
442,tyukhtet,56.5389,89.3011,-4.55,62,98,6.23,RU,1731194029
443,nako,31.8814,78.627,4.28,78,2,0.11,IN,1731194031
444,fuglafjordur,62.244,-6.814,8.83,96,77,7.79,FO,1731194032
445,talara,-4.5772,-81.2719,20.42,77,75,5.66,PE,1731194033
446,puerto ayacucho,5.6639,-67.6236,26.43,86,100,1.05,VE,1731194034
447,lobujya,27.95,86.8167,-9.94,17,0,2.77,NP,1731193554
448,sovetskaya gavan',48.9723,140.2878,-0.08,63,83,1.28,RU,1731194036
449,pangai,-19.8,-174.35,23.7,81,15,10.57,TO,1731194037
450,susaki,33.3667,133.2833,16.06,69,99,1.78,JP,1731194038
451,ujar,40.519,47.6542,11.85,59,100,1.84,AZ,1731194041
452,bubaque,11.2833,-15.8333,28.56,70,0,4.78,GW,1731194042
453,hun,29.1268,15.9477,17.08,50,44,2.17,LY,1731194043
454,safford,32.834,-109.7076,19.86,18,0,0.45,US,1731194044
455,emerald,-23.5333,148.1667,28.52,53,36,7.39,AU,1731194046
456,keflavik,64.0049,-22.5624,9.24,100,100,6.69,IS,1731194048
457,boa esperanca,-21.09,-45.5658,20.51,91,40,2.04,BR,1731194049
458,bolgatanga,10.7856,-0.8514,26.54,30,40,2.76,GH,1731194050
459,federacion,-31.0062,-57.8996,22.22,52,0,4.83,AR,1731193974
460,sitka,57.0531,-135.33,7.94,66,75,5.14,US,1731194054
461,huangshan,29.7114,118.3125,16.82,93,100,0.57,CN,1731194055
462,minas de marcona,-15.2119,-75.1103,15.6,71,100,4.91,PE,1731193818
463,kayangel,8.0823,134.7173,28.71,76,45,4.43,PW,1731193665
464,sambava,-14.2667,50.1667,22.59,79,6,3.3,MG,1731194059
465,santana do mundau,-9.1681,-36.2222,21.3,86,77,3.11,BR,1731194060
466,cabedelo,-6.9811,-34.8339,26.37,75,58,5.55,BR,1731194061
467,moncks corner,33.196,-80.0131,19.49,74,0,2.06,US,1731194062
468,el calafate,-50.3408,-72.2768,9.43,51,48,7.55,AR,1731194063
469,tamanrasset,22.785,5.5228,13.95,30,0,1.54,DZ,1731193668
470,saint-philippe,-21.3585,55.7679,23.82,89,43,4.73,RE,1731194066
471,butembo,0.15,29.2833,14.32,92,100,1.25,CD,1731194067
472,magadan,59.5667,150.8,-14.76,69,69,2.6,RU,1731194068
473,beloretsk,53.9631,58.3981,-0.55,95,100,7.28,RU,1731194069
474,ruidoso,33.3317,-105.673,10.08,25,0,5.66,US,1731194070
475,beyneu,45.3167,55.2,3.67,73,1,3.45,KZ,1731194071
476,zamora,-4.0692,-78.9567,23.97,73,76,1.18,EC,1731193810
477,kailua-kona,19.6406,-155.9956,28.09,77,75,3.6,US,1731194035
478,maharajganj,27.1333,83.5667,21.1,67,0,1.09,IN,1731194075
479,yreka,41.7354,-122.6345,14.1,33,0,0.0,US,1731193918
480,kupang,-10.1667,123.5833,29.32,70,20,2.06,ID,1731194077
481,mokhotlong,-29.2894,29.0675,13.42,77,100,2.22,LS,1731194078
482,darwin,-12.4611,130.8418,30.53,68,20,2.68,AU,1731194073
483,yuci,37.6803,112.7319,8.86,81,83,1.0,CN,1731194081
484,kamensk-ural'skiy,56.4185,61.9329,1.56,89,99,8.12,RU,1731193862
485,xapuri,-10.6517,-68.5044,23.58,94,98,1.11,BR,1731194083
486,san luis de la loma,17.2706,-100.8939,28.53,74,74,2.6,MX,1731194084
487,sechura,-5.5569,-80.8222,21.11,69,43,7.13,PE,1731194069
488,paka,4.6374,103.4368,23.88,94,100,1.6,MY,1731194087
489,flin flon,54.7682,-101.865,5.91,52,20,3.6,CA,1731194088
490,la sarre,48.8002,-79.1996,1.73,58,4,4.58,CA,1731194090
491,puerto lempira,15.2667,-83.7667,29.08,74,20,4.12,HN,1731194091
492,hastings,50.8552,0.5729,7.86,52,84,2.74,GB,1731194092
493,beloyarskiy,63.7119,66.6722,-10.66,92,89,4.09,RU,1731194093
494,nelson bay,-32.7167,152.15,23.94,77,71,2.24,AU,1731194094
495,lewistown,40.5992,-77.5714,8.67,46,0,0.0,US,1731194096
496,viedma,-40.8135,-62.9967,22.97,31,100,1.48,AR,1731194029
497,porto novo,6.4965,2.6036,27.21,79,100,3.33,BJ,1731193870
498,grants pass,42.439,-123.3284,15.91,58,40,0.0,US,1731194099
499,vilyuysk,63.7553,121.6247,-10.22,97,97,2.62,RU,1731194100
500,winston,28.0317,-82.0148,26.52,77,40,3.6,US,1731194102
501,karibib,-21.9333,15.8333,19.3,38,2,3.18,NA,1731194103
502,saint-joseph,-21.3667,55.6167,23.21,86,24,4.03,RE,1731194104
503,broken hill,-31.95,141.4333,20.14,36,97,6.13,AU,1731193943
504,sosnovo-ozerskoye,52.5249,111.5418,-15.55,98,45,1.89,RU,1731194106
505,harper,4.375,-7.7169,25.53,87,96,3.49,LR,1731194107
506,yeniseysk,58.4497,92.1703,-5.38,76,96,3.72,RU,1731194109
507,el granada,37.5027,-122.4694,20.35,51,0,3.6,US,1731194110
508,gdov,58.7406,27.8122,6.79,83,100,2.59,RU,1731194111
509,lompoc,34.6391,-120.4579,20.63,30,0,4.12,US,1731193547
510,orenburg,51.7727,55.0988,1.01,93,100,8.0,RU,1731193866
511,al bawiti,28.3492,28.8659,18.44,56,88,3.51,EG,1731194114
512,mata-utu,-13.2816,-176.1745,27.56,76,76,5.81,WF,1731194115
513,faya-largeau,17.9257,19.1043,21.6,33,2,7.24,TD,1731194116
514,chingirlau,51.095,54.0814,1.04,91,77,8.2,KZ,1731194118
515,elista,46.3078,44.2558,5.29,93,0,3.0,RU,1731194119
516,qamdo,31.1667,97.2333,-2.85,63,0,1.97,CN,1731194120
517,igarka,67.4667,86.5833,-10.27,90,100,7.2,RU,1731194121
518,port augusta,-32.5,137.7667,23.34,41,89,3.69,AU,1731194123
519,kolokani,13.5728,-8.0339,25.15,28,2,2.96,ML,1731194124
520,daru,-9.0763,143.2092,28.17,73,100,5.69,PG,1731194126
521,piacabucu,-10.4056,-36.4344,25.52,82,78,6.59,BR,1731194127
522,severo-yeniseyskiy,60.3725,93.0408,-10.21,85,100,5.45,RU,1731194128
523,broome,42.2506,-75.833,5.21,62,0,1.54,US,1731194130
524,tangalle,6.024,80.7911,24.68,90,54,2.01,LK,1731194131
525,trairi,-3.2778,-39.2689,25.54,81,16,4.99,BR,1731193928
526,regina,50.4501,-104.6178,11.66,54,7,2.24,CA,1731193834
527,anchau,10.9597,8.3916,19.14,34,48,2.02,NG,1731194135
528,sao felix do xingu,-6.6447,-51.995,26.29,70,75,1.28,BR,1731194136
529,massawa,15.6097,39.45,30.3,63,3,1.07,ER,1731194137
530,nova xavantina,-14.6667,-52.35,22.04,97,100,1.49,BR,1731194139
531,boali,4.8005,18.1275,22.56,88,100,2.02,CF,1731193874
532,nanlong,31.3533,106.0631,15.12,76,100,1.07,CN,1731194143
533,ceres,37.5949,-120.9577,22.21,32,0,0.0,US,1731194145
534,muhos,64.808,25.9931,0.52,76,96,1.53,FI,1731194146
535,jordanow,49.6493,19.8298,0.3,79,20,0.76,PL,1731194147
536,matoury,4.8483,-52.3317,27.98,83,0,3.09,GF,1731194149
537,kavieng,-2.5744,150.7967,28.61,74,100,3.02,PG,1731194150
538,palikir - national government center,6.9248,158.1611,31.41,66,40,4.12,FM,1731194064
539,abakan,53.7156,91.4292,-3.99,74,0,2.0,RU,1731193880
540,sale,34.0389,-6.8166,15.38,100,75,0.0,MA,1731194153
541,shizuishan,39.2333,106.7694,7.55,63,54,2.01,CN,1731194154
542,mattoon,39.4831,-88.3728,14.97,55,40,5.66,US,1731194011
543,ishinomaki,38.4167,141.3,10.34,79,0,1.31,JP,1731194156
544,yangambi,0.8102,24.4336,20.73,99,100,1.47,CD,1731194159
545,mashava,-20.0367,30.4823,22.45,51,61,1.46,ZW,1731194160
546,yumbe,3.4651,31.2469,20.06,78,96,2.04,UG,1731193964
547,riorges,46.0418,4.0497,8.01,92,40,1.12,FR,1731194162
548,ilebo,-4.3167,20.5833,21.03,96,100,0.74,CD,1731194164
549,maloye ganyushkino,46.6,49.2667,6.38,87,76,3.13,KZ,1731194165
550,celestun,20.8667,-90.4,27.3,80,61,2.87,MX,1731194166
551,biltine,14.5333,20.9167,23.58,22,47,3.05,TD,1731194168
